ID	citation	title	year	source	doi	link
335901			1960	Vestn. Moskov. Univ., Ser. biol. 15(4): 54		
335902			1966	Preslia 38: 126		
335903			1961	Trudy Bot. Inst. Akad. Nauk SSSR, ser. 2, Sporov. Rast. 11: 204		
335904			1960	Rep. Acad. Sci. Azerbaidzhan SSR 16(4): 387		
335905			1955	Trud. In-ta Bot., Baku 19: 85		
335906			1964	Bull. trimest. Soc. mycol. Fr. 80(2): 156		
335907			1961	Trudy Bot. Inst. Akad. Nauk SSSR, ser. 2, Sporov. Rast. 11: 208		
335908			1960	Rep. Acad. Sci. Azerbaidzhan SSR 16(4): 389		
335909			1968	Acta Mycologica, Warszawa 4(1): 85		
335910			1964	Nova Hedwigia 8: 232		
335911			1966	Preslia 38: 126		
335913			1960	Vestn. Moskov. Univ., Ser. biol. 15(4): 55		
335914			1967	Comptes Rendus de l'Académie Bulgare des Sciences 20: 240		
335915			1967	Bull. Acad. Polon. Sci., Math. et Nat., Sér. B 15: 242		
335916			1966	Nov. sist. Niz. Rast. 3: 129		
335918			1961	Trudy Bot. Inst. Akad. Nauk SSSR, ser. 2, Sporov. Rast. 11: 204		
335919			1966	Acta Phytopathologica Academiae Scientiarum Hungaricae 1: 147		
335920			1966	Preslia 38: 126		
335921			1966	Preslia 38: 126		
335922			1962	Ber. schweiz. bot. Ges. 72: 262		
335923			1961	Trudy Bot. Inst. Akad. Nauk SSSR, ser. 2, Sporov. Rast. 11: 209		
335924			1966	Preslia 38: 127		
335925			1961	Trudy Bot. Inst. Akad. Nauk SSSR, ser. 2, Sporov. Rast. 11: 206		
335926			1969	Mikol. Fitopatol. 3: 481		
335927			1962	J. Univ. Poona, Sci. Techn. 22: 130		
335928			1938	Palest. J. Bot., Jerusalem Series 1: 156		
335929			1969	Mikol. Fitopatol. 3: 481		
335930			1961	Trudy Bot. Inst. Akad. Nauk SSSR, ser. 2, Sporov. Rast. 11: 205		
335931			1960	Mycoflora of the Ter Ridge of the Ala-Too in the Kirgiz SSR: 77		
335932			1961	Prob. Act. Biol. Stiint Agric, Rep. Pop Roum.: 201		
335933			1961	Prob. Act. Biol. Stiint Agric, Rep. Pop Roum.: 198		
335934			1961	Prob. Act. Biol. Stiint Agric, Rep. Pop Roum.: 199		
335935			1961	Prob. Act. Biol. Stiint Agric, Rep. Pop Roum.: 200		
335936			1961	Prob. Act. Biol. Stiint Agric, Rep. Pop Roum.: 197		
335937			1955	Trud. In-ta Bot., Baku 19: 103		
335938			1964	Botanicheskie Materialy Gerbariya Instituta Botaniki, Akademiya Nauk Kazakhskoĭ SSR 2: 86		
336031			1968	J. Indian bot. Soc. 47: 144		
336032			1943	Aquatic Phycomycetes exclusive of the Saprolegniaceae and Pythium: 632		
336033			1963	Mycologia 54(4): 422 ('1962')		
336993			1969	Trans. Br. mycol. Soc. 52(3): 428		
336994			1960	Aquatic Phycomycetes, Edn 2 (Ann Arbor): 1058		
336995			1968	Sydowia 20(1-6): 28 ('1966')		
336996			1968	Sydowia 20(1-6): 30 ('1966')		
336998			1969	Can. J. Bot. 47: 252		
337096			1966	Preslia 38: 127		
337097			1962	Notul. syst. Sect. cryptog. Inst. bot. Acad. Sci. U.S.S.R. 16: 78		
337098			1951	Buletin ştiinţ. Acad. Repub. pop. rom., Ser. Sect. ştiinţ. biol. geol. geog. 3(3): 344		
337099			1951	Buletin ştiinţ. Acad. Repub. pop. rom., Ser. Sect. ştiinţ. biol. geol. geog. 3(3): 343		
337100			1966	Nov. sist. Niz. Rast. 3: 130		
100737			1893	Rozpr. Akad. Umiejet., Ser. 2 4: 32		
101097			1893	Rozpr. Akad. Umiejet., Ser. 2 4: 32		
101256			1912	Centbl. Bakt. ParasitKde, Abt. I 62: 129		
101562			1916	Am. Midl. Nat. 4: 384		
101449			1916	Mater. mikol. obslêd. Ross. 3: 7		
101772			1916	Am. Midl. Nat. 4: 384		
101776			1911	Bull. Sci. France Belgique 45: 193		
101779			1911	Bull. Sci. France Belgique 45: 202		
101780			1911	Bull. Sci. France Belgique 45: 200		
101781			1911	Bull. Sci. France Belgique 45: 201		
101783			1911	Bull. Sci. France Belgique 45: 200		
101784			1911	Bull. Sci. France Belgique 45: 203		
101785			1911	Bull. Sci. France Belgique 45: 201		
101791			1910	Botaniste 11: 59		
101841			1899	Mitt. Deutsch. Fischerei-Vereins 7(2): 48		
101842			1899	Mitt. Deutsch. Fischerei-Vereins 7(2): 52		
101843			1899	Mitt. Deutsch. Fischerei-Vereins 7(2): 57		
101844			1899	Mitt. Deutsch. Fischerei-Vereins 7(2): 46		
101845			1899	Mitt. Deutsch. Fischerei-Vereins 7(2): 50		
101939			1887	Dt Weinztg. 24(81): 441		
102141			1905	Fung. Saxon. Exsicc., Pilze Sachsen's: no. 1880		
102159			1899	Mitt. Deutsch. Fischerei-Vereins 7(2): 55		
102223			1915	in Karakulin & Lobik, Mater. mikol. obslêd. Ross. 2: 33		
102355			1916	Am. Midl. Nat. 4: 384		
102376			1902	Riv. Patol. veg. 9: 86		
102470			1916	Trans. Br. mycol. Soc. 5(2): 320 ('1915')		
102996			1986	Mycologia 78(4): 603		
103045			1984	in Boltovskoy, Limnobios 2(8): 643		
103623			1986	Nova Hedwigia 43(1-2): 7		
103715			1986	J. Linn. Soc., Bot. 93(2): 228		
103765			1986	Hydrobiologia 131(1): 31		
103766			1986	Trans. Br. mycol. Soc. 86(2): 331		
104065			1985	in Bai, Cheng & Meng, Acta Mycol. Sin. 4(3): 141		
104608			1985	Acta Mycol. Sin. 4(2): 80		
104699			1986	Mycotaxon 25(1): 102		
104700			1985	in Ali-Shtayeh & Dick, Bot. J. Linn. Soc. 91(1-2): 303		
104701			1985	in Ali-Shtayeh & Dick, Bot. J. Linn. Soc. 91(1-2): 309		
104702			1985	in Ali-Shtayeh & Dick, Bot. J. Linn. Soc. 91(1-2): 299		
104703			1985	in Ali-Shtayeh & Dick, Bot. J. Linn. Soc. 91(1-2): 313		
104704			1985	in Ali-Shtayeh & Dick, Bot. J. Linn. Soc. 91(1-2): 303		
105010			1985	in Dick, Wong & Clark, J. Linn. Soc., Bot. 89(2): 174 ('1984')		
105056			1984	in Canter & Heaney, New Phytol. 97(4): 602		
105113			1985	Acta Mycol. Sin. 4(1): 8		
105114			1985	Acta Mycol. Sin. 4(1): 12		
105336			1985	Mycologia 77(1): 17		
105621			1985	Acta Mycol. Sin. 4(1): 5		
105622			1985	Acta Mycol. Sin. 4(1): 6		
105695			1985	Mycotaxon 22(1): 80		
105696			1985	Mycologia 77(4): 631		
105700			1985	Acta Mycol. Sin. 4(1): 8		
105742			1985	Acta Mycol. Sin. 4(1): 1		
105912			1984	in Zhang, Wang & Liu, Acta Mycol. Sin. 3(2): 65		
106062			1984	Mycologia 76(4): 627		
106228			1984	Mycologia 76(4): 670		
106419			1984	Acta Mycol. Sin. 3(2): 72		
106341			1984	Phytopathology 74(7): 792		
107138			1984	Mycotaxon 19: 454		
107139			1984	Mycotaxon 19: 459		
107140			1984	Mycotaxon 19: 462		
107141			1983	Can. J. Bot. 61(10): 2630		
107219			1984	Mycotaxon 20(2): 374		
107710			1983	Acta Mycol. Sin. 2(1): 1		
107762			1983	Acta Mycol. Sin. 2(4): 208		
108372			1983	Acta Mycol. Sin. 2(2): 84		
109309			1983	Curr. Sci. 52(9): 428		
109625			1982	in Tao & Qin, Acta Mycol. Sin. 1(2): 64		
109626			1982	in Tao & Qin, Acta Mycol. Sin. 1(2): 64		
109627			1982	Acta Mycol. Sin. 1(2): 62		
110256			1982	Mycotaxon 16(1): 99		
110589			1981	Mycologia 73(6): 1144		
111092			1981	Nova Hedwigia 35(1): 20		
111511			1981	Can. J. Bot. 59(8): 1449		
111874			1981	Stud. Mycol. 21: 44		
111875			1981	in Van der Plaats-Niterink, Stud. Mycol. 21: 89		
111897			1981	Nova Hedwigia 34(3 & 4): 672		
112103			1981	Acta bot. Yunn. 3(3): 257		
112348			1981	Mycologia 72(6): 1187 ('1980')		
112530			1981	Acta phytopath. sin. 11(no. 1): 58		
112569			1981	Mycologia 72(6): 1180 ('1980')		
112571			1981	in Waterhouse & Brothers, Mycol. Pap. 148: 23		
112597			1981	in Waterhouse & Brothers, Mycol. Pap. 148: 18		
112598			1981	Mycol. Pap. 148: 19		
112607			1981	Mycologia 72(6): 1127 ('1980')		
112623			2001	Straminipilous Fungi (Dordrecht): 283		
113124			1980	Indian J. Mycol. Plant Path. 9(2): 283 ('1979')		
113629			1980	Trans. Br. mycol. Soc. 74(1): 120		
113713			1980	Trans. Br. mycol. Soc. 74(3): 612		
113783			1980	Trans. Mycol. Soc. Japan 21(1): 48		
113789			1930	Skr. Svalbard Ishavet (Oslo) no. 27: 129 + tab. 22, fig. 95		
113790			1930	Skr. Svalbard Ishavet (Oslo) no. 27: 128 + tab. 21, fig. 93		
113875			1930	Skr. Svalbard Ishavet (Oslo) no. 27: 129 + tab. 24, fig 101		
113938			1980	Curr. Sci. 49(8): 316		
113939			1980	Mycologia 72(2): 426		
114002			1930	Skr. Svalbard Ishavet (Oslo) no. 27: 129 + tab. 22, fig. 94		
114004			1930	Skr. Svalbard Ishavet (Oslo) no. 27: 127 + tab. 21, fig 90		
114109			1983	Acta Mycol. Sin. 2(2): 86		
114135			1985	Can. J. Bot. 63(3): 407		
114157			1930	Skr. Svalbard Ishavet (Oslo) no. 27: 129 + tab. 23, fig. 96		
114161			1930	Skr. Svalbard Ishavet (Oslo) no. 27: 127 + tab. 21, fig. 91		
114162			1930	Skr. Svalbard Ishavet (Oslo) no. 27: 130 + tab. 23, fig. 98		
114163			1980	Journal of Fish Diseases 3(5): 379		
115323			1983	Sydowia 36: 150		
115627			1981	Predominantly holocarpic and eucarpic simple biflagellate Phycomycetes, 2nd Edn (Vaduz): 122		
115630			1981	Predominantly holocarpic and eucarpic simple biflagellate Phycomycetes, 2nd Edn (Vaduz): 30		
116842			1983	Curr. Sci. 52(15): 735		
116941			1983	Bull. Soc. bot. Fr., Let. bot. 130(1): 23		
117189			1983	Mikol. Fitopatol. 17(4): 290		
117547			1981	Nova Hedwigia 35(1): 112		
118330			1978	Mycologia 70(3): 595		
118331			1978	Mycologia 70(3): 596		
118382			1930	Skr. Svalbard Ishavet (Oslo) no. 27: 128		
118727			1906	Fischerei Zeitung 9: 529		
119045			1928	Bull. Agric. Res. Inst. Pus. 177: 1		
118873			1882	Sber. Akad. Wissensch. Berlin: 855		
118947			1854	C. r. hebd. Séanc. Acad. Sci., Paris 38: 1103		
118974			1914	Mycologia 6(4): 194		
119059			1919	Bulletin de la Societe Neuchateloise des Sciences Naturelles 43: 302		
119090			1914	Mycologia 6(4): 194		
119183			1891	Revis. gen. pl. (Leipzig) 2: 658		
119821			1869	Mitt. naturf. Ges. Bern 654-683: 65 ('1868')		
119887			1884	Bot. Gaz. 9(3): 36		
120011			1891	Revis. gen. pl. (Leipzig) 2: 658		
120031			1883	in Berlese, De Toni & Fischer, Ber. dt. bot. Ges. 1: 289		
120101			1918	Beih. bot. Zbl., Abt. 1 35: 533		
120140			1907	Contrib. N. York Bot. Gard. 95: 415		
120152			1870	Jb. nassau. Ver. Naturk. 23-24: 69 ('1869-70')		
120276			1903	Annals Inst. Agron. Moscow 92: 425		
120315			1918	Beih. bot. Zbl., Abt. 1 35: 533		
120364			1890	in Swingle, Trans. Kansas Acad. Sci. 11: 77		
120475			1972	Acta bot. neerl. 21(6): 636		
120554			1892	J. Mycol. 7(2): 119		
120643			1879	in de Bary, Abh. senckenb. naturforsch. Ges. 12: 19		
120652			1874	Jb. wiss. Bot. 9: 232 ('1873-4')		
120694			1892	J. Mycol. 7(2): 112		
120727			1907	Bull. Torrey bot. Club 34: 394		
120746			1860	Jb. wiss. Bot. 2: 179		
120774			1932	Annls mycol. 30(3/4): 367		
120866			1918	J. Bombay nat. Hist. Soc. 25: 760		
120896			1919	Descriptive Catalogue of Formosa Fungi 1: 109		
120912			1918	Mitt. naturf. Ges. Bern: 62		
120974			1904	Riv. Patol. veg. 10: 275		
121106			1912	Scripta Bot. Horti Univ. Imper. Petrop. 28: 29		
121166			1892	J. Mycol. 7(2): 113		
121198			1891	Revis. gen. pl. (Leipzig) 2: 658		
121202			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 292		
121203			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 293		
121416			1918	Beih. bot. Zbl., Abt. 1 35: 529		
121480			1892	J. Mycol. 7(2): 104		
121587			1821	Nat. Arr. Brit. Pl. (London) 1: 540		
121613			1919	Annls mycol. 16(3/6): 252 ('1918')		
121716			1933	J. Fac. agric., Hokkaido Imp. Univ., Sapporo 32(5): 209		
122113			1806	Fl. Calvados, Edn 2: 47		
123771			1929	Trans. Br. mycol. Soc. 14(3-4): 259		
124020			1977	Karstenia 17(1): 4		
124088			1930	Annls mycol. 28(3/4): 299		
124127			1975	Can. J. Bot. 53: 2917		
124398			1983	Biblthca Mycol. 91: 609		
124512			1891	Bull. Soc. mycol. Fr. 7: 167		
124513			1914	Mycologia 6(4): 197		
124515			1863	Annls Sci. Nat., Bot., sér. 4 20: 112		
124516			1863	Annls Sci. Nat., Bot., sér. 4 20: 112		
124548			1904	Bull. Soc. mycol. Fr. 20: 223		
124549			1905	Icon. fung. (Abellini) 4([2]): 41		
124558			1884	Bot. Gaz. 9(3): 38		
124559			1867	Comm. Soc. crittog. Ital. 2(fasc. 3): 458		
124560			1900	Boll. Soc. bot. ital., 1900: 257		
124561			1887	Scott. Natural., N.S. 3 ('9'): 84 ('1888')		
124562			1876	Oesterr. bot. Z. 26(1): 21		
124563			1863	Annls Sci. Nat., Bot., sér. 4 20: 112		
124564			1883	Öfvers. K. Svensk. Vetensk.-Akad. Förhandl. 40(no. 4): 39		
124565			1930	Z. ParasitKde 2: 560		
124566			1932	Bull. Sect. sci. Acad. roum. 15(7-8): 187		
125280			1989	Can. J. Bot. 67(1): 269		
125514			1989	in Frances, Sweeney & Humber, J. Invert. Path. 54(1): 107	10.1016/0022-2011(89)90146-8	
125525			1989	Acta Bot. Indica 17(2): 259		
125526			1989	Sydowia 41: 85		
125527			1989	Sydowia 41: 86		
125528			1989	Sydowia 41: 87		
125529			1989	Sydowia 41: 89		
125530			1989	Sydowia 41: 93		
125531			1989	Sydowia 41: 95		
125532			1989	Sydowia 41: 95		
125533			1989	Sydowia 41: 99		
125534			1989	Mycotaxon 35(2): 449		
125535			1989	Acta Mycol. Sin. 8(4): 247		
126012			1990	Mycotaxon 36(2): 381		
126013			1990	Mycotaxon 36(2): 380		
126014			1990	Mycotaxon 36(2): 381		
126015			1990	Mycotaxon 36(2): 381		
126016			1990	Mycotaxon 36(2): 381		
126017			1990	Mycotaxon 36(2): 381		
126018			1990	Mycotaxon 36(2): 381		
126019			1990	Mycotaxon 36(2): 381		
126020			1990	Mycotaxon 36(2): 381		
126021			1990	Mycotaxon 36(2): 380		
126628			1990	Bull. bot. Surv. India 30(1-4): 57 ('1988')		
126629			1990	Bull. bot. Surv. India 30(1-4): 58 ('1988')		
126630			1990	Bull. bot. Surv. India 30(1-4): 59 ('1988')		
126631			1990	Bull. bot. Surv. India 30(1-4): 62 ('1988')		
126632			1990	Bull. bot. Surv. India 30(1-4): 66 ('1988')		
126633			1990	Bull. bot. Surv. India 30(1-4): 68 ('1988')		
126634			1990	Bull. bot. Surv. India 30(1-4): 69 ('1988')		
126635			1990	Bull. bot. Surv. India 30(1-4): 70 ('1988')		
126636			1990	Bull. bot. Surv. India 30(1-4): 71 ('1988')		
126637			1990	Bull. bot. Surv. India 30(1-4): 72 ('1988')		
126638			1990	Bull. bot. Surv. India 30(1-4): 73 ('1988')		
126639			1990	Bull. bot. Surv. India 30(1-4): 74 ('1988')		
126640			1990	Bull. bot. Surv. India 30(1-4): 76 ('1988')		
126644			1990	Candollea 45(2): 578		
127932			1991	Mycologia 83(3): 377	10.2307/3759999	
127933			1991	Mycologia 83(3): 378	10.2307/3759999	
128305			1986	Acta Mycol. Sin. 5(3): 136		
128306			1986	Z. ParasitKde 72(1): 54		
128307			1986	Sydowia 38: 95 ('1985')		
128308			1986	in Ichitani, Kodama, Horimoto & Ikeda, Ann. phytopath. Soc. Japan 52(4): 593		
128345			1986	Acta Mycol. Sin. 5(3): 130		
128346			1986	Acta Mycol. Sin. 5(3): 131		
128357			1986	in Zhang, Wang & Liu, Acta Mycol. Sin. 5(2): 65		
130421			1987	J. Clin. Microbiol. 25(2): 345		
130422			1986	Hydrobiologia 140(3): 235	10.1007/BF00007437	
130423			1987	Trans. Br. mycol. Soc. 89(2): 195		
130427			1987	J. Med. Vet. Mycol. 25(3): 149		
130428			1986	Acta Mycologica, Warszawa 22(1): 122		
130429			1986	Acta Mycologica, Warszawa 22(1): 121		
131953			1987	Mycotaxon 30: 147		
131955			1987	Nova Hedwigia 45(3-4): 434		
131956			1987	Nova Hedwigia 45(3-4): 433		
131958			1988	Nova Hedwigia 46(1-2): 243		
131959			1987	Mycologia 79(5): 801	10.2307/3807835	
131960			1988	Cryptog. Mycol. 9(1): 38		
131961			1988	Trans. Br. mycol. Soc. 90(2): 273		
131962			1987	Acta Mycol. Sin. 6(2): 68		
131963			1987	in Tao & Qin, Acta Mycol. Sin. 6(2): 72		
131965			1987	in Yu, Ma & Wang, Acta bot. Yunn. 9(2): 135		
133505			1988	Acta Mycol. Sin. 7(2): 65		
133508			1988	Trans. Br. mycol. Soc. 90(4): 627		
133509			1988	Mycotaxon 31(2): 395		
133510			1988	Fitologiya 34: 55		
134217			1989	in Dick, Croft, Magarey, Cock & Clark, Bot. J. Linn. Soc. 99(2): 100		
134226			1988	Cryptog. Mycol. 9(4): 326		
134227			1988	Indian J. Mycol. Plant Path. 17(2): 211 ('1987')		
135538			1990	Can. J. Bot. 68(2): 435		
135549			1989	Can. J. Bot. 67(6): 1645		
135568			1988	Trans. Mycol. Soc. Japan 29(3): 177		
136819			1905	Syll. fung. (Abellini) 17: 520		
136833			1905	Syll. fung. (Abellini) 17: 520		
137092			1910	Syll. fung. (Abellini) 19: 1093		
137146			1914	Journal of the Natural History Society of Formosa 16: 2		
137260			1912	Krypt.-Fl. Brandenburg (Leipzig) 5: 545 ('1915')		
137749			1918	Bot. Notiser: 151		
137941			1866	Fungi rhenani exsic.: no. 1501		
137960			1882	Arch. Bot. N. France 2: 30 ('1883')		
137994			1915	Bull. Soc. Hist. nat. Afr. N. 6(3): 50		
138118			1900	Hedwigia 39: 124		
138255			1857	in Rabenhorst, Klotzschii Herb. Viv. Mycol., Edn Nov, Ser. Sec., Cent. 4: no. 323		
138359			1898	Hedwigia 37: 293		
138419			1911	Bull. N.Y. St. Mus. 150: 64 ('1910')		
138437			1927	Am. J. Bot. 14: 342		
138501			1885	Nova Acta Acad. Caes. Leop.-Carol. German. Nat. Cur. 47: 167		
138562			1870	Fungi europ. exsicc.: no. 1368		
138577			1888	in Berlese, De Toni & Fischer, Syll. fung. (Abellini) 7(1): 256		
138643			1855	Ber. Bekanntm. Verhandl. Königlich Preuss. Akad. Wissensch. Berlin 3: 330		
138651			1888	in Berlese, De Toni & Fischer, Syll. fung. (Abellini) 7(1): 253		
138673			1888	in Berlese, De Toni & Fischer, Syll. fung. (Abellini) 7(1): 262		
138686			1888	in Berlese, De Toni & Fischer, Syll. fung. (Abellini) 7(1): 253		
138730			1896	Forhandl. Vidensk.-Selsk. Christiania(no. 6): 20		
138739			1903	in Berlese, Berl. Saggio Monogr. Peronosp. Portici: 100		
138815			1894	Fungi Selecti Galliaei Exs.: no. 3137		
138827			1872	Fungi austr. exsicc.: no. 650		
139320			1876	Bulletin of the Bussey Inst. 1: 426		
139380			1873	Fungi austr. exsicc.: no. 936		
139407			1872	Fungi austr. exsicc.: no. 407		
139412			1865	Fungi europ. exsicc.: no. 1364		
139474			1878	Mycoth. Univ., cent. 11: no. 1015		
139501			1874	Fungi austr. exsicc.: no. 939		
139519			1874	Fungi austr. exsicc. 11-13: no. 1135		
139523			1876	Fungi europ. exsicc.: no. 2346		
139599			1915	Bot. Gaz. 60(6): 483		
139608			1912	Atlas Holubinek 7: 277		
139623			1912	Krypt.-Fl. Brandenburg (Leipzig) 5: 516 ('1915')		
139632			1863	Flecht. Europ. 29: no. 790b		
139790			1920	Mitt. naturf. Ges. Bern: 184 ('1919')		
139820			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 297		
139936			1863	Annls Sci. Nat., Bot., sér. 4 20: 112		
140885			1872	Thèses présentés à la faculté des sciences de Paris pour offerin le grade de docteur ès sciences naturelles 15: 176		
140974			1909	Anal. Mus. nac. B. Aires, Ser. 3 12: 283		
141227			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 212		
141421			1892	in Winter, Rabenh. Krypt.-Fl., Edn 2 (Leipzig) 1(4): 66		
141768			1919	Svensk bot. Tidskr. 12: 445		
142275			1883	Bot. Gaz. 8: 331		
142303			1878	Ann. Rep. N.Y. St. Mus. nat. Hist. 31: 45		
142535			1918	Annls mycol. 16(1/2): 199		
142589			1857	in Trog, Mitt. naturf. Ges. Bern 385-407: 45		
337101			1962	Bot. Zh. SSSR 47: 979		
337102			1966	Preslia 38: 127		
337103			1966	Preslia 38: 127		
337104			1966	Preslia 38: 127		
337105			1962	Notul. syst. Sect. cryptog. Inst. bot. Acad. Sci. U.S.S.R. 16: 73		
337106			1966	Preslia 38: 127		
337107			1965	Can. J. Bot. 43: 572		
337108			1967	Mycopath. Mycol. appl. 33: 364		
337109			1951	Buletin ştiinţ. Acad. Repub. pop. rom., Ser. Sect. ştiinţ. biol. geol. geog. 3(3): 380		
337110			1966	Nov. sist. Niz. Rast. 3: 130		
337111			1968	Acta Mycologica, Warszawa 4: 218		
337112			1969	Mikol. Fitopatol. 3: 16		
337114			1962	Mycologia 54(3): 309		
337115			1963	Skr. norske Vidensk.-Akad., Mat.-naturv. Kl., N.S. 10: 12		
337116			1951	Buletin ştiinţ. Acad. Repub. pop. rom., Ser. Sect. ştiinţ. biol. geol. geog. 3(3): 376		
337117			1951	Buletin ştiinţ. Acad. Repub. pop. rom., Ser. Sect. ştiinţ. biol. geol. geog. 3(3): 352		
337118			1951	Buletin ştiinţ. Acad. Repub. pop. rom., Ser. Sect. ştiinţ. biol. geol. geog. 3(3): 344		
337119			1962	Proc. 2nd. Symp. Invest. Myco-Lichens Fl. Baltic Reps: 114		
337120			1962	Sber. Dokl. nauch. Konf. Zashch. Rast. Tallin-Saku, 1960: 136		
337121			1951	Buletin ştiinţ. Acad. Repub. pop. rom., Ser. Sect. ştiinţ. biol. geol. geog. 3(3): 345		
337122			1951	Buletin ştiinţ. Acad. Repub. pop. rom., Ser. Sect. ştiinţ. biol. geol. geog. 3(3): 346		
337123			1962	Can. J. Bot. 40: 1387		
337124			1966	Preslia 38: 127		
337125			1951	Buletin ştiinţ. Acad. Repub. pop. rom., Ser. Sect. ştiinţ. biol. geol. geog. 3(3): 379		
337126			1960	Notul. syst. Sect. cryptog. Inst. bot. Acad. Sci. U.S.S.R. 13: 130		
337127			1951	Buletin ştiinţ. Acad. Repub. pop. rom., Ser. Sect. ştiinţ. biol. geol. geog. 3(3): 383		
337128			1951	Buletin ştiinţ. Acad. Repub. pop. rom., Ser. Sect. ştiinţ. biol. geol. geog. 3(3): 387		
337129			1951	Buletin ştiinţ. Acad. Repub. pop. rom., Ser. Sect. ştiinţ. biol. geol. geog. 3(3): 381		
337130			1966	Nov. sist. Niz. Rast., 1966 3: 132		
337131			1951	Buletin ştiinţ. Acad. Repub. pop. rom., Ser. Sect. ştiinţ. biol. geol. geog. 3(3): 371		
337132			1962	Proc. 2nd. Symp. Invest. Myco-Lichens Fl. Baltic Reps: 116		
337134			1951	Buletin ştiinţ. Acad. Repub. pop. rom., Ser. Sect. ştiinţ. biol. geol. geog. 3(3): 386		
337135			1962	Notul. syst. Sect. cryptog. Inst. bot. Acad. Sci. U.S.S.R. 16: 77		
337136			1966	Preslia 38: 127		
337137			1966	Preslia 38: 127		
337138			1966	Preslia 38: 127		
337228			1967	Am. J. Bot. 54: 581		
337230			1962	Arch. Mikrobiol. 41(2): 206		
337464			1964	Arch. Mikrobiol. 49: 370		
338120			1960	Aquatic Phycomycetes, Edn 2 (Ann Arbor): 814		
338121			1953	Veröff. Inst. Meeresf. Bremerhaven 2: 94		
338122			1965	Mycologia 57(3): 417		
338123			1965	Mycologia 57(3): 421		
338124			1965	Ann. phytopath. Soc. Japan 30: 183		
338125			1968	Mycologia 60(4): 803		
338126			1960	Trans. Mycol. Soc. Japan 2(no. 5): 84		
338127			1953	Veröff. Inst. Meeresf. Bremerhaven 2: 72		
338128			1965	Ann. phytopath. Soc. Japan 30: 189		
338129			1960	Trans. Mycol. Soc. Japan 2(no. 5): 85		
338130			1969	in Hendrix & Campbell, Mycologia 61: 387		
338131			1965	Mycologia 57(3): 425		
338132			1953	Veröff. Inst. Meeresf. Bremerhaven 2: 89		
338133			1967	Mycologia 59(2): 274		
338134			1965	Phytopath. Mediterr. 4: 51		
338135			1963	Annls Inst. phytopath. Benaki, N.S. 5: 210		
338314			1964	Sydowia 17(1-6): 194 ('1963')		
338315			1960	Aquatic Phycomycetes, Edn 2 (Ann Arbor): 757		
338316			1968	Sydowia 20: 137 ('1966')		
338311			1968	J. Elisha Mitchell scient. Soc. 84: 167		
338312			1968	J. Elisha Mitchell scient. Soc. 84: 173		
338313			1954	Scientific Researches of the Ozegahara Moor: 357		
338909			1964	Bull. Torrey bot. Club 91: 189		
338910			1951	Indian J. agric. Sci. 20: 138 ('1950')		
338912			1951	Indian J. agric. Sci. 20: 138 ('1950')		
338913			1961	Bull. Torrey bot. Club 88: 94		
338787			1968	N.Z. Jl Bot. 6: 103		
338846			2001	Straminipilous Fungi (Dordrecht): 283		
338946			1969	J. Linn. Soc., Bot. 62: 257		
338947			1969	J. Linn. Soc., Bot. 62: 259		
338948			1969	J. Linn. Soc., Bot. 62: 257		
339129			2005	Mycotaxon 91: 385		
339401			1968	J. Elisha Mitchell scient. Soc. 84: 60		
339785			2005	in Johnson, Seymour & Padgett, Mycotaxon 92: 8		
339802			2005	in Johnson, Seymour & Padgett, Mycotaxon 92: 2		
339804			2005	in Johnson, Seymour & Padgett, Mycotaxon 92: 9		
339805			2005	in Johnson, Seymour & Padgett, Mycotaxon 92: 1		
339808			2005	in Johnson, Seymour & Padgett, Mycotaxon 92: 5		
340071			2001	Straminipilous Fungi (Dordrecht): 281		
340066			2001	Straminipilous Fungi (Dordrecht): 281		
340067			2001	Straminipilous Fungi (Dordrecht): 280		
340068			2001	Straminipilous Fungi (Dordrecht): 280		
340069			2001	Straminipilous Fungi (Dordrecht): 281		
340070			1963	Mycologia 55(6): 801		
343669			2005	in Johnson, Seymour & Padgett, Mycotaxon 92: 18		
344002			1951	Bull. trimest. Soc. mycol. Fr. 67: 115		
344003			1907	Bull. Torrey bot. Club 34: 76		
344206			1950	Revue Mycol., Paris 15(2): 82		
344207			1952	Ber. schweiz. bot. Ges. 62: 478		
344279			1955	Can. J. Microbiol. 1: 447		
344384			1978	Mycologia 70(2): 381		
345084			2005	Mycotaxon 92: 456		
345017			2005	Mycotaxon 92: 456		
345130			2005	Mycotaxon 92: 456		
345141			2005	Mycotaxon 92: 455		
345146			2005	Mycotaxon 92: 456		
345160			2005	in Johnson, Seymour & Padgett, Mycotaxon 92: 14		
345338			2005	in Johnson, Seymour & Padgett, Mycotaxon 92: 12		
345393			2005	in Johnson, Seymour & Padgett, Mycotaxon 92: 28		
345605			2005	in Johnson, Seymour & Padgett, Mycotaxon 92: 20		
345923			2005	Mycotaxon 92: 455		
346011			1949	Indian Phytopath. 1(2): 106 ('1948')		
346012			1945	Trans. Br. mycol. Soc. 28: 24		
346013			1945	Trans. Br. mycol. Soc. 28: 24		
